trip_time,avg_speed,max_speed,stops_count,acceleration_variation,route_distance,trip_number,time_of_day,weight
79.03,43.54,57.21,4,1.187,37.698,12,20,18.53
67.31,46.77,53.82,4,0.941,33.356,36,16,19.42
15.59,58.99,67.02,1,0.806,10.856,165,15,13.72
114.5,42.87,60.3,2,0.752,49.637,163,11,23.34
13.53,56.65,67.4,3,0.795,9.701,197,15,12.38
163.69,35.73,48.08,7,1.51,57.058,117,18,26.35
44.41,52.1,68.61,3,0.932,25.738,94,23,16.32
62.29,52.01,60.39,1,0.77,35.865,25,14,17.69
119.87,35.92,52.23,9,1.611,41.985,172,18,26.26
84.84,41.95,55.26,10,1.552,33.622,208,22,24.46
105.45,42.41,53.5,2,1.008,49.85,10,14,19.87
139.89,36.01,48.35,7,1.205,46.775,108,18,26.44
95.96,38.5,53.73,8,1.573,36.377,78,4,23.94
10.35,54.54,62.37,2,0.706,7.292,164,21,10.62
107.52,36.74,53.16,4,1.152,39.401,168,23,25.97
107.29,43.39,60.49,5,1.327,47.146,48,8,22.37
106.57,44.82,54.43,6,1.112,48.439,209,21,23.79
56.05,56.78,64.02,1,0.89,34.527,31,19,19.37
43.46,49.11,59.85,2,0.87,24.128,172,5,18.3
46.66,51.02,68.84,6,1.201,24.975,163,23,18.62
42.56,51.89,60.77,2,0.864,25.385,36,14,15.69
88.55,45.22,57.22,4,1.084,42.22,148,3,21.39
84.79,46.46,60.32,2,0.869,42.561,60,2,22.51
67.85,51.89,66.14,3,0.887,37.094,61,12,21.21
105.93,42.03,58.96,3,1.089,45.96,19,12,24.03
59.36,48.1,66.0,3,0.994,31.211,164,20,20.32
64.15,48.84,57.99,1,0.78,34.016,177,12,20.95
152.43,34.65,45.87,3,0.944,51.17,111,9,26.69
67.45,44.49,59.47,3,1.064,32.273,170,7,23.71
35.74,52.65,60.71,2,0.875,21.927,77,12,15.57
47.14,51.28,60.64,2,0.945,28.046,124,6,16.39
34.89,53.5,67.01,2,0.929,19.594,173,17,18.25
30.95,53.88,67.42,2,0.856,18.063,95,3,17.19
80.13,47.19,61.17,2,1.047,37.83,136,19,24.1
13.24,50.47,66.15,3,0.738,7.341,32,5,15.61
52.57,43.3,52.42,4,1.158,22.502,112,4,23.18
98.86,39.58,53.61,7,1.417,39.513,187,23,23.74
27.38,55.01,71.06,2,0.879,17.476,170,9,17.95
173.62,34.67,51.64,7,1.704,57.889,66,16,24.55
74.48,47.97,60.69,4,1.045,38.831,120,9,19.8
94.86,42.22,55.87,4,1.18,38.898,136,23,25.14
74.03,44.97,56.8,3,0.958,33.969,206,3,22.24
110.03,40.35,53.4,2,1.155,45.968,182,11,22.44
89.47,45.8,55.56,4,1.227,42.313,180,2,21.48
144.08,36.91,49.05,7,1.441,49.636,165,13,26.13
32.22,52.51,59.88,4,0.998,19.698,79,17,18.43
48.09,51.37,66.78,2,0.827,28.502,83,11,14.15
97.71,34.78,43.16,6,1.041,34.077,102,20,20.98
47.25,49.3,64.07,2,0.882,24.8,94,18,20.71
42.7,45.77,54.87,5,1.112,20.002,210,22,20.28
11.31,56.64,63.91,2,0.781,7.389,192,23,16.88
49.13,47.85,63.58,4,1.243,25.648,197,22,19.34
58.47,48.74,57.11,4,0.922,30.007,134,10,19.19
115.16,38.96,55.39,4,1.168,47.797,42,23,21.66
88.59,46.44,54.48,4,1.137,41.81,32,15,22.98
35.49,57.88,74.78,3,0.921,24.007,61,1,15.48
119.69,37.13,54.49,4,1.391,44.448,143,1,25.36
21.83,56.47,68.57,2,0.784,14.468,80,9,16.13
37.6,50.44,66.48,4,1.102,21.887,144,13,16.46
46.11,45.33,55.2,5,1.224,23.541,193,1,17.33
13.06,56.64,64.01,5,1.026,7.906,74,13,15.1
159.79,34.27,44.38,4,1.22,51.39,204,16,28.36
58.46,44.97,59.68,4,1.428,28.523,113,16,21.04
46.2,47.69,61.77,4,1.182,22.232,176,23,19.35
100.98,44.81,62.01,7,1.519,44.765,14,8,23.84
76.96,40.84,50.49,2,1.079,33.931,61,0,22.34
141.02,38.12,49.41,6,1.415,52.063,204,22,25.75
92.74,44.22,62.21,0,0.754,41.557,195,12,24.61
125.02,41.53,56.7,4,1.113,52.567,126,15,27.8
83.16,49.03,58.49,3,1.122,43.649,8,12,18.7
114.18,40.15,56.2,2,0.903,46.706,14,11,25.67
62.42,46.08,55.33,5,1.308,28.645,93,3,21.47
17.68,56.78,67.15,4,1.003,11.899,197,13,12.03
60.53,47.76,56.46,4,1.077,31.362,83,20,17.69
82.75,42.2,56.03,5,1.357,34.397,194,2,23.81
21.05,65.88,76.51,1,0.703,19.422,118,9,8.44
31.77,50.95,66.17,2,0.91,18.34,30,22,17.94
52.25,44.99,58.45,4,1.071,25.527,123,10,19.06
47.95,51.83,62.65,4,0.955,28.12,80,3,18.08
86.62,43.76,59.61,3,1.083,38.489,50,23,23.62
53.18,42.55,55.29,8,1.339,21.528,148,3,21.27
15.42,54.82,72.26,3,0.643,10.059,45,5,13.09
50.77,47.2,54.81,6,1.187,23.652,199,11,21.01
30.35,54.39,64.87,4,1.072,17.966,176,9,16.63
69.76,50.95,58.22,4,1.129,38.346,172,9,17.15
41.78,53.93,69.1,4,1.024,25.919,17,18,16.22
70.31,51.22,69.03,4,0.769,36.549,211,13,21.95
43.86,54.18,71.9,4,0.963,25.073,109,11,19.12
101.23,34.49,43.52,3,1.091,36.058,161,16,24.77
10.0,58.54,66.6,2,0.903,6.687,42,14,8.7
81.6,46.39,55.42,5,1.155,37.106,169,15,21.73
14.1,55.21,63.81,5,1.17,9.084,70,11,13.96
104.55,44.88,55.16,3,1.052,45.923,155,13,24.88
133.4,40.21,57.48,6,1.324,53.347,61,6,23.58
66.9,48.0,55.57,2,1.035,33.856,205,9,20.82
12.5,53.95,66.27,1,0.687,7.752,156,3,13.0
38.65,53.09,62.3,1,0.865,22.298,100,1,17.51
14.5,61.51,78.77,2,0.448,11.945,100,20,7.46
14.18,60.27,70.79,0,0.775,10.161,1,19,16.25
70.51,48.56,62.95,2,0.889,39.444,66,6,16.61
88.4,47.31,56.41,4,1.57,40.847,173,11,24.36
82.05,46.67,55.96,4,1.022,38.546,183,23,24.16
26.87,49.08,60.74,1,0.713,14.314,219,12,20.11
29.69,48.37,65.44,1,0.826,15.703,19,0,19.2
32.64,55.47,63.98,2,0.582,22.004,55,13,13.61
66.15,42.44,55.65,6,1.3,27.555,168,21,21.18
28.08,55.29,71.93,2,0.778,18.327,80,5,14.39
117.35,42.18,57.92,3,1.268,52.342,55,22,24.0
10.33,59.45,67.09,2,0.699,7.887,62,18,8.35
74.6,42.43,51.45,3,0.939,31.387,202,1,23.79
146.49,38.95,49.59,3,1.096,55.376,188,23,27.22
132.39,42.91,58.36,2,1.037,57.315,2,15,21.5
40.1,51.19,68.81,2,0.776,23.222,185,5,19.8
109.64,37.85,52.25,7,1.48,38.974,122,18,24.99
128.31,39.81,55.95,8,1.769,47.938,185,19,25.75
27.43,55.1,73.05,1,0.684,18.221,137,14,12.95
66.64,48.22,58.79,2,0.789,35.068,151,23,18.07
146.13,40.06,57.56,3,0.881,56.431,127,21,26.13
151.72,37.86,49.88,6,1.511,52.529,161,7,29.38
169.87,34.64,41.84,6,1.435,52.094,179,3,33.27
68.07,51.91,59.0,3,1.134,37.828,112,19,19.55
84.67,45.38,60.4,7,1.464,38.593,25,22,23.15
25.74,58.77,75.74,1,0.683,18.465,21,7,12.0
127.88,38.17,50.16,8,1.439,48.196,92,13,24.96
126.53,36.58,43.77,5,1.46,46.126,104,12,25.62
62.96,45.21,53.9,2,0.889,28.681,190,8,23.75
121.27,42.28,53.98,5,1.121,50.637,8,12,22.75
41.72,44.16,55.21,7,1.273,19.114,195,12,20.86
98.87,47.95,64.12,3,1.009,50.152,13,23,21.83
83.68,45.46,55.12,4,1.262,38.695,110,8,23.72
14.11,55.02,69.57,3,0.82,8.834,93,3,15.72
48.81,50.01,57.22,4,1.025,24.792,123,10,20.79
72.63,49.28,66.14,3,0.704,41.869,10,3,15.39
118.01,36.34,47.41,1,0.988,43.787,168,3,24.71
46.84,48.35,63.1,2,0.729,25.47,30,15,15.31
28.4,56.26,72.47,1,0.72,18.276,171,20,13.35
30.01,47.86,55.41,5,1.255,15.471,125,2,19.09
151.58,38.94,56.57,4,1.393,56.855,195,9,30.26
73.75,38.91,50.08,8,1.494,26.736,215,4,27.26
42.21,55.75,70.46,3,0.914,27.349,185,11,11.52
29.67,47.72,59.0,4,0.968,15.166,100,14,18.24
51.95,47.14,60.32,2,1.009,25.847,91,21,21.6
145.68,39.06,55.12,6,1.297,56.913,146,21,22.68
74.43,44.28,57.72,5,1.194,32.266,143,21,23.48
98.84,42.55,59.7,3,1.223,42.915,174,10,24.32
138.12,40.88,55.72,3,1.018,54.98,106,18,25.31
154.8,36.95,47.28,8,1.41,54.112,102,6,25.53
135.43,38.35,55.6,2,0.993,51.849,26,0,25.1
117.18,42.64,50.78,2,1.225,53.265,37,22,22.94
92.88,40.91,50.01,4,1.112,37.973,180,21,23.9
161.31,33.31,41.31,8,1.563,51.169,217,4,28.63
120.21,40.25,56.82,4,1.269,47.356,132,4,28.08
164.91,36.08,52.11,5,1.152,57.573,76,21,26.79
120.47,42.5,55.51,3,1.215,51.857,13,10,22.83
60.4,52.09,59.44,2,0.854,34.205,10,18,19.7
11.38,51.85,64.15,3,0.751,6.626,149,21,14.95
206.56,31.18,39.86,6,1.412,57.671,141,13,30.26
79.49,42.31,55.1,7,1.154,34.014,62,2,21.66
137.49,40.68,48.12,1,1.005,55.082,42,14,26.57
50.75,48.15,62.38,2,1.052,28.234,16,3,19.23
125.46,35.73,49.35,8,1.529,39.965,150,16,28.48
156.07,34.65,49.56,7,1.32,51.771,133,13,26.25
24.3,52.42,68.35,2,0.829,14.518,73,10,17.92
63.45,40.39,47.8,6,1.436,25.299,161,11,21.95
192.84,30.82,47.86,10,1.679,51.574,186,23,28.4
60.57,49.01,63.36,3,1.231,32.058,114,9,18.8
69.45,51.83,64.0,3,1.157,40.416,58,20,19.79
62.73,48.34,56.04,1,0.726,34.487,2,19,17.34
71.62,43.49,51.39,2,1.044,30.615,175,23,27.02
55.21,43.35,59.84,3,1.074,24.975,127,21,20.6
165.07,36.39,48.45,4,1.078,56.067,77,14,25.86
114.97,39.21,48.75,6,1.432,43.809,2,23,28.52
151.66,38.36,48.42,7,1.33,55.546,179,16,28.03
110.86,47.24,58.85,5,1.208,50.899,203,2,23.65
14.11,53.5,71.11,2,0.984,8.765,106,2,17.85
107.53,46.08,63.35,4,1.119,51.106,59,16,21.56
17.95,55.29,67.15,4,1.22,11.074,136,12,17.28
151.13,37.01,44.3,3,1.146,54.958,191,20,26.09
57.53,49.83,59.63,2,1.029,33.272,129,12,17.01
28.56,58.3,74.24,0,0.547,21.985,3,5,9.99
65.8,50.3,57.36,1,0.886,40.832,43,20,14.68
117.54,43.72,57.98,4,1.067,53.165,22,11,21.37
152.0,38.21,51.11,5,1.286,57.541,91,22,26.37
30.22,52.2,66.42,3,0.918,17.991,99,0,15.88
95.66,42.32,50.19,3,0.97,44.695,118,0,19.8
33.76,47.3,64.77,5,1.17,17.543,167,3,17.5
12.55,59.88,73.26,3,0.708,8.583,25,22,12.53
24.19,52.15,67.32,2,0.942,15.022,207,3,14.2
105.24,44.55,62.04,8,1.368,46.047,58,17,23.41
25.42,47.58,61.28,6,1.175,12.802,115,16,18.66
97.82,41.7,54.33,3,0.932,44.039,47,21,20.86
187.6,32.92,47.58,8,1.649,55.616,78,14,29.21
140.67,34.48,41.63,9,1.791,44.323,183,0,29.46
34.09,55.58,70.43,3,0.716,20.343,10,0,16.46
120.37,46.34,54.07,3,1.304,51.736,106,0,26.46
114.95,42.22,59.36,6,1.354,47.516,128,14,25.65
70.69,51.59,59.46,5,1.126,37.575,125,10,21.2
212.06,30.8,44.11,8,1.9,56.579,84,1,31.86
23.95,55.04,62.13,3,0.82,15.665,83,0,11.58
12.14,52.19,69.38,3,0.694,6.917,200,4,17.05
36.09,49.69,62.04,4,0.84,19.993,53,11,16.43
37.73,50.65,64.49,4,0.971,21.531,106,21,16.83
23.17,53.84,67.25,1,0.518,15.342,80,19,14.43
95.25,40.15,48.32,8,1.423,34.853,168,10,25.43
21.61,48.02,57.3,3,1.05,11.992,177,6,13.46
77.65,47.59,55.21,6,1.248,38.493,186,18,19.58
21.89,50.81,67.0,0,0.671,12.887,19,22,16.85
56.47,43.8,54.54,2,0.993,26.856,22,7,20.32
53.79,49.8,67.07,5,1.219,30.416,83,11,17.36
22.13,57.36,65.64,4,0.677,14.76,97,2,12.6
146.46,39.03,56.13,6,1.208,56.227,14,3,24.24
19.55,52.46,67.9,1,0.805,11.5,196,21,16.83
36.78,46.58,61.06,8,1.21,16.751,197,5,20.3
46.48,50.8,67.19,3,0.866,26.298,93,3,18.78
102.05,47.04,56.49,6,1.442,48.592,169,7,23.64
71.71,45.7,54.88,5,1.166,34.574,124,8,19.79
50.08,49.51,60.44,7,1.496,24.877,144,4,20.97
66.46,43.34,54.46,4,1.132,30.923,192,16,18.84
102.33,46.53,54.6,4,1.196,50.441,21,13,21.6
59.43,46.97,55.78,5,1.008,29.171,51,14,18.61
30.86,54.24,62.71,1,0.683,18.535,94,23,16.84
32.4,48.77,63.43,2,0.983,17.21,196,22,20.53
143.52,38.51,55.71,10,1.593,49.855,130,6,25.28
39.48,47.66,63.07,3,0.978,19.369,87,23,20.72
77.79,45.45,59.33,8,1.321,34.007,7,16,20.33
139.97,33.78,47.07,9,1.837,42.424,130,3,28.07
19.05,57.18,69.24,1,0.827,14.405,60,7,10.43
10.0,60.52,77.84,2,0.679,7.51,72,5,11.15
182.76,35.83,46.07,7,1.492,57.445,219,19,28.14
142.48,36.56,52.21,5,1.349,48.428,116,15,27.54
140.41,39.89,54.07,5,1.394,55.25,31,18,23.6
73.08,41.24,50.66,1,0.603,35.674,11,3,16.25
38.03,45.97,57.0,7,1.312,18.05,86,12,19.38
58.97,51.51,64.02,0,0.657,33.383,15,13,17.8
84.29,50.03,67.52,3,1.121,45.759,94,16,19.21
71.67,49.72,64.01,3,0.826,37.294,91,8,19.98
68.51,45.09,61.01,6,1.065,30.945,193,1,21.93
83.22,41.77,53.34,4,1.054,35.273,74,21,21.65
29.64,54.7,64.73,3,1.024,17.996,61,10,15.92
47.64,50.57,65.65,3,1.075,26.494,135,22,19.99
57.45,49.24,66.49,2,0.834,29.86,140,9,19.8
102.02,45.06,55.64,6,1.154,45.664,9,6,24.05
69.39,45.34,54.1,2,0.946,33.966,19,11,17.8
61.84,44.41,60.93,5,1.205,29.618,37,2,19.78
165.37,36.1,51.02,9,1.742,55.569,171,13,26.65
30.47,49.86,67.68,4,0.962,17.315,46,23,15.07
126.86,40.13,53.62,4,1.336,48.203,218,6,27.4
10.29,56.96,68.76,3,0.898,6.716,97,3,13.97
53.02,50.06,65.9,5,1.257,26.686,205,3,22.49
26.86,52.93,69.67,2,0.795,16.462,55,4,14.97
59.7,49.12,62.19,4,1.05,31.246,93,9,16.98
58.88,51.89,66.3,5,1.332,31.875,31,6,19.26
55.92,47.77,63.7,8,1.501,26.608,186,17,20.74
16.85,52.53,60.28,4,1.161,9.313,131,8,18.82
29.03,53.9,70.95,2,0.701,18.407,17,8,16.03
42.65,44.58,51.76,6,1.39,19.948,163,3,21.46
59.25,46.66,61.06,1,0.736,30.418,195,13,21.01
54.68,48.77,57.55,7,0.983,28.312,151,7,20.31
29.62,52.47,64.17,2,0.796,16.885,178,16,16.6
70.61,49.72,58.29,4,1.365,37.825,61,0,18.61
63.44,47.74,65.11,3,0.897,30.681,95,15,21.18
33.17,49.0,65.26,2,0.884,17.885,188,19,17.29
12.1,64.08,81.47,2,0.753,10.486,134,17,9.45
17.5,57.59,67.25,3,0.818,12.815,134,6,10.2
17.76,52.99,69.52,3,0.766,10.116,168,16,17.21
12.42,56.32,66.75,2,0.74,8.707,135,19,11.59
26.49,39.87,48.28,8,1.221,11.478,28,12,16.85
48.28,45.62,54.09,4,1.184,23.995,47,15,18.95
74.4,45.26,55.68,3,1.108,33.883,171,19,23.36
62.97,43.64,61.62,4,1.083,30.821,54,11,18.56
159.64,34.01,42.53,3,1.167,52.921,146,3,27.28
146.07,38.1,54.85,6,1.334,53.109,104,23,25.93
24.8,56.25,66.14,0,0.69,15.957,136,7,16.24
142.39,38.53,50.44,7,1.357,51.154,53,9,23.23
91.1,40.33,53.94,9,1.5,35.533,68,14,22.74
112.53,39.92,55.87,5,1.207,44.506,151,4,26.05
104.23,43.0,55.66,4,1.117,47.232,38,8,18.0
45.98,51.4,59.84,2,0.88,27.215,68,13,16.38
51.83,52.2,59.78,3,1.183,28.369,219,17,21.47
77.12,55.16,69.25,2,0.77,45.372,34,3,19.81
142.42,38.73,56.02,6,1.204,48.887,127,19,28.84
52.35,48.31,65.9,3,0.829,29.117,34,6,15.58
29.29,56.98,69.09,4,0.963,19.21,155,21,13.19
82.06,46.91,54.04,2,0.924,40.978,28,21,20.22
106.8,45.32,56.13,5,1.114,46.642,126,17,25.92
112.26,40.38,49.11,2,1.122,45.896,97,21,26.37
59.54,44.57,55.11,2,1.123,26.61,152,3,26.08
27.16,50.67,67.1,1,0.844,15.89,1,11,15.57
49.69,55.98,72.01,4,0.93,32.269,114,3,15.86
37.59,50.28,60.33,3,0.956,21.07,119,11,16.15
37.82,50.42,59.59,2,0.801,22.731,53,13,15.29
87.33,45.36,57.15,3,1.067,41.776,66,13,21.3
42.48,49.23,60.01,3,1.047,23.139,155,1,19.63
129.2,39.23,54.73,6,1.392,47.861,121,2,28.64
51.13,46.93,55.75,3,0.821,26.74,127,23,19.76
28.88,48.43,58.88,6,1.187,15.263,205,6,17.34
43.09,57.39,67.42,2,0.99,29.788,89,11,13.23
40.88,52.63,62.27,6,0.973,24.539,191,13,13.85
35.42,53.74,62.33,0,0.724,22.99,214,3,15.27
29.08,50.39,58.73,5,0.946,16.775,127,7,15.31
35.03,47.45,56.86,5,1.223,18.845,47,14,14.78
141.79,36.95,49.32,11,1.835,45.336,92,5,30.34
104.85,45.01,62.14,5,1.271,45.874,11,19,22.05
52.39,50.04,64.44,2,1.003,28.282,153,15,18.04
33.44,54.83,67.44,4,1.092,21.393,60,23,11.89
100.4,41.59,54.84,7,1.403,38.642,203,13,26.19
77.82,47.2,54.33,2,0.931,40.497,144,19,23.15
68.28,47.72,62.29,3,0.917,34.85,108,7,18.05
81.05,48.02,63.11,1,0.718,45.34,41,16,15.7
54.6,48.12,64.47,4,1.216,28.168,22,22,18.07
98.99,40.33,49.4,4,1.369,39.94,148,19,25.18
61.65,50.42,61.83,4,1.06,32.904,168,18,20.64
32.21,58.88,75.28,1,0.872,22.926,59,10,12.98
20.92,54.91,62.54,2,0.794,13.255,3,14,15.11
23.43,56.9,74.52,4,0.842,16.251,71,14,12.39
65.11,47.75,62.99,6,1.168,31.78,168,5,19.09
29.33,51.3,64.39,5,1.016,16.794,128,6,16.82
108.22,47.48,58.67,1,0.875,56.076,19,15,20.57
37.21,57.2,72.66,4,1.098,25.117,26,15,14.44
23.27,51.85,69.23,2,0.714,14.485,24,16,14.45
145.91,39.82,53.32,5,1.124,54.542,167,14,26.51
130.92,39.51,54.18,4,1.148,49.718,172,13,26.14
30.25,53.42,65.55,4,0.875,19.44,90,12,14.44
101.01,40.35,47.57,4,1.116,40.91,152,15,24.74
91.14,44.36,58.8,3,0.897,43.685,5,8,22.86
86.94,38.16,46.22,5,1.173,31.949,124,3,25.84
80.89,43.87,60.52,3,1.156,36.797,60,16,23.95
157.43,34.19,47.26,6,1.697,49.921,180,8,29.04
56.25,51.26,58.51,4,1.117,31.752,108,18,18.02
65.02,45.41,56.7,3,0.959,30.022,187,21,21.57
111.54,42.12,58.52,6,1.384,44.645,124,9,27.0
182.01,33.37,48.63,9,1.579,55.104,101,3,29.01
188.84,30.61,38.55,8,1.558,54.02,208,0,28.99
89.04,44.07,58.56,4,1.092,38.249,219,14,24.23
60.82,47.92,58.31,3,0.978,34.597,100,21,15.02
67.72,48.43,60.57,2,0.811,38.762,79,21,17.84
13.58,57.84,67.73,4,0.954,9.445,142,21,12.32
107.98,48.7,64.22,4,1.123,52.333,38,0,22.85
11.72,56.32,67.98,3,0.962,8.39,85,1,12.43
17.03,51.75,62.31,3,0.797,10.224,186,23,16.22
11.19,58.32,66.14,1,0.528,8.533,197,16,11.01
113.5,38.36,47.52,3,0.994,44.047,92,21,20.51
42.62,48.18,59.73,5,1.136,20.941,86,23,18.15
46.17,53.22,69.41,3,1.042,27.554,192,17,17.76
31.66,50.8,58.5,3,1.114,19.287,45,9,14.19
119.07,46.68,58.1,6,1.248,53.996,14,17,23.45
176.28,35.22,45.43,7,1.538,57.766,16,15,28.02
51.47,48.83,58.61,3,1.067,29.153,25,20,15.93
98.17,47.79,65.06,3,1.193,48.56,193,20,22.6
26.43,57.68,70.76,3,0.838,19.516,9,4,8.75
68.96,50.26,62.17,1,0.67,39.908,73,21,19.27
21.6,53.67,65.8,5,0.896,13.334,132,16,12.09
146.13,37.47,50.72,6,1.323,50.99,134,17,28.59
49.27,54.96,65.23,7,1.321,28.675,183,8,19.42
101.63,43.06,52.65,8,1.506,43.814,215,11,23.08
104.13,38.64,51.99,5,1.317,39.498,89,21,23.98
103.2,43.81,51.54,6,1.144,46.754,52,3,21.05
40.85,54.5,64.71,2,0.699,25.966,20,12,13.79
73.52,48.51,61.12,2,0.798,37.535,196,23,19.39
98.28,40.32,54.46,6,1.209,37.985,82,18,26.06
29.83,46.07,56.99,1,0.611,16.757,197,3,15.44
23.81,55.79,64.75,1,0.756,16.124,77,4,15.62
88.1,47.57,55.87,3,0.983,43.054,166,12,23.26
27.87,56.23,73.35,1,0.743,18.508,141,5,16.87
87.2,45.34,53.28,6,1.2,38.773,157,21,20.66
125.03,42.8,52.72,4,1.223,55.976,143,20,21.63
40.2,48.8,65.46,3,1.181,20.451,68,22,21.21
163.81,35.66,45.07,8,1.51,51.694,23,9,29.67
72.66,42.17,50.26,4,0.98,33.544,3,6,18.13
85.37,42.34,53.97,5,1.08,36.774,93,12,21.22
40.34,47.63,57.88,4,0.985,20.307,196,2,18.3
173.68,34.46,48.58,6,1.368,54.173,141,17,30.48
105.44,38.92,47.55,7,1.213,43.128,148,20,20.47
89.02,49.59,61.57,5,1.101,43.041,57,4,22.43
131.68,39.07,52.42,3,1.19,50.591,107,4,25.67
20.15,55.74,62.84,5,1.043,12.202,90,7,15.37
16.46,57.34,66.23,1,0.636,11.677,30,19,10.14
15.49,56.47,73.07,3,0.768,10.756,135,7,14.6
94.71,51.52,65.53,1,0.665,51.914,80,17,20.09
137.12,39.97,49.7,3,1.101,52.957,89,22,25.34
56.92,47.01,59.56,4,0.972,28.57,131,10,21.04
105.76,39.91,48.66,7,1.478,40.805,7,3,23.11
162.68,32.93,40.78,7,1.579,50.212,206,21,27.88
39.63,54.63,68.66,4,1.009,25.037,49,8,14.27
36.22,49.68,65.49,2,0.788,20.061,149,14,18.24
173.31,36.71,50.1,11,1.769,56.328,170,23,27.89
29.34,50.14,60.56,3,1.041,16.409,34,21,18.93
72.29,43.93,53.19,7,1.111,32.323,55,20,22.79
106.75,36.41,52.44,4,1.335,36.825,91,8,28.4
49.1,47.45,62.63,2,0.842,25.866,180,16,19.92
60.38,49.83,57.27,5,1.101,31.836,140,8,21.8
105.45,45.55,58.32,4,1.035,48.065,103,13,23.05
87.64,50.63,62.78,6,1.203,43.563,187,8,19.37
107.05,43.23,51.87,4,1.132,47.46,104,20,25.39
34.45,55.42,64.19,2,0.642,21.055,195,18,16.71
32.93,52.0,68.08,1,0.716,20.164,169,22,17.51
26.02,60.77,69.09,0,0.424,19.388,38,6,13.0
73.17,45.26,59.94,8,1.459,34.066,84,22,19.25
23.22,51.24,63.86,1,0.54,14.814,6,5,13.54
130.95,41.84,56.1,3,1.157,56.213,53,15,22.02
96.41,45.18,56.36,1,0.671,48.762,5,4,19.12
178.51,34.94,43.2,7,1.604,57.159,24,17,28.19
26.14,56.32,72.72,1,0.429,19.114,1,18,10.98
79.06,48.12,61.54,1,0.976,39.83,148,18,24.43
181.13,32.48,44.4,6,1.531,53.219,90,6,30.36
54.24,51.52,67.54,4,1.026,29.232,103,19,19.94
61.03,47.3,57.5,4,1.099,31.455,168,3,21.97
13.5,56.57,66.86,2,0.589,8.59,178,17,15.03
143.43,38.06,46.39,2,1.124,55.797,117,11,23.34
108.08,39.57,48.54,3,0.985,44.704,101,4,21.81
191.33,31.71,48.7,6,1.332,56.278,143,23,28.57
28.43,55.84,68.01,1,0.689,17.973,91,18,16.52
101.91,44.07,57.63,5,0.948,46.282,97,3,20.38
22.73,60.15,67.58,4,0.943,17.238,66,9,8.83
18.65,60.54,68.42,3,1.007,14.324,42,17,11.16
173.38,35.03,50.34,8,1.63,53.704,44,4,28.23
26.21,47.27,56.6,5,1.282,13.099,144,11,20.55
93.64,44.13,51.76,5,1.024,41.105,182,2,22.01
46.84,53.97,65.29,2,0.851,27.918,93,0,17.79
150.31,37.95,49.38,8,1.579,54.406,21,5,26.89
76.4,43.02,56.16,4,1.084,33.08,134,17,22.41
84.84,45.51,58.32,5,1.114,39.492,198,12,22.34
117.54,42.7,60.65,6,1.441,45.736,116,7,26.16
39.57,53.83,67.84,5,0.873,24.606,6,5,11.64
117.97,45.34,58.0,3,0.575,54.904,18,19,22.19
16.61,53.49,68.99,2,0.906,10.323,115,15,14.04
29.28,43.36,52.52,6,1.309,13.14,189,20,21.34
101.12,40.24,51.53,6,1.365,40.843,13,23,21.37
72.8,41.22,54.21,7,1.337,28.898,166,15,20.66
53.74,44.44,60.47,2,0.982,24.118,171,1,21.46
100.31,43.74,57.77,2,1.063,45.45,12,22,25.08
115.64,39.04,53.22,4,1.235,46.011,47,3,21.62
79.06,57.23,64.71,2,0.898,51.291,1,17,17.81
25.28,56.34,69.25,3,0.946,15.427,124,5,17.13
100.02,46.0,60.8,4,1.163,48.272,39,18,21.19
82.5,51.04,65.49,5,1.173,41.23,201,19,23.01
94.6,49.9,65.67,2,0.997,50.424,20,19,19.65
97.42,38.83,51.7,5,1.066,37.161,143,6,25.1
146.15,38.89,49.63,10,1.738,51.936,173,15,27.5
103.05,43.8,53.49,5,1.07,46.435,40,4,21.86
125.93,42.95,53.36,4,1.067,54.463,56,21,23.43
82.85,46.66,54.37,3,0.924,39.876,175,3,22.99
45.45,51.21,61.16,1,0.84,27.735,21,20,16.1
48.2,52.7,66.0,3,1.272,26.947,97,3,22.48
52.92,47.43,55.45,3,0.915,27.43,55,6,20.13
85.55,44.34,55.11,2,1.039,41.451,3,17,20.53
47.12,48.09,59.39,4,0.969,23.759,99,23,22.6
11.04,53.98,67.88,3,0.834,7.047,107,16,12.64
14.61,59.21,72.89,0,0.634,11.586,77,8,10.91
101.79,45.16,56.56,0,0.895,47.482,178,7,22.95
115.37,46.24,58.42,6,1.384,54.044,22,15,21.89
20.89,43.96,59.83,2,0.983,10.191,95,10,19.0
54.27,44.14,59.97,7,1.496,23.26,40,4,23.92
70.95,44.79,54.61,2,0.932,33.631,167,15,22.52
170.98,29.95,45.88,6,1.576,46.026,122,10,30.4
113.08,40.21,56.34,5,1.448,42.422,155,23,28.05
214.76,31.06,45.46,10,1.86,57.444,24,0,30.43
62.53,54.68,62.77,5,1.292,36.616,101,17,20.57
48.3,51.0,58.89,2,0.868,28.165,12,19,15.17
145.29,39.12,53.64,6,1.224,53.329,71,19,27.78
43.51,49.92,60.39,4,1.057,21.815,208,16,21.39
33.28,47.33,60.53,3,1.016,17.349,160,23,17.53
32.52,54.12,64.01,2,0.633,20.462,18,7,12.11
37.06,52.97,64.19,3,0.992,22.47,81,9,16.69
68.43,45.6,61.15,4,1.21,31.189,191,22,23.62
